,# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,References
Kepler-18,Kepler-18 d,Confirmed,0.052,0.004,0.004,,,,0.623,0.029,0.029,14.85888,4.00E-05,4.00E-05,0.1172,0.0017,0.0017,0,,,88.07,0.1,0.1,,2011,05/02/2021,,,,,,,2455169.178,0.0013,0.0013,2455169.178,0.0013,0.0013,,,,,,,0.767,0.024,0.024,,,,7.3,2.1,2.1,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19521906+4444467 d, GSC 03149-02089 d, K00137.02, KIC 8644288 d, KOI-137 d, KOI-137.02, WISE J195219.06+444446.6  d",,Kepler-18,298.079439,44.746321,14,,12.189,11.873,,438.51,3.24,3.24,0.19,0.06,0.06,0.97,0.04,0.04,1.11,0.05,0.05,,10,2.3,2.3,5345,100,100,,,"2MASS J19521906+4444467, GSC 03149-02089, KIC 8644288, KOI-137, WISE J195219.06+444446.6",
Kepler-19,Kepler-19 b,Confirmed,0.02643,0.00472,0.00503,,,,0.198,0.004,0.004,9.28716,6.00E-05,4.00E-05,0.085,0.0015,0.0006,0.12,0.02,0.02,89.94,0.44,0.44,,2011,05/02/2021,59.1,11.7,68.9,,,,,,,2454959.706,0.00036,0.00036,,,,,,,,,,,,,2.3,0.5,0.5,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19214099+3751064 b, GSC 03134-01549 b, K00084.01, KIC 2571238 b, KOI-84 b, KOI-84.01, TYC 3134-01549-1 b, WISE J192141.02+375106.1  b",,Kepler-19,290.420839,37.851786,12,,10.719,10.375,,219.95,0.98,0.98,-0.08,0.02,0.02,0.94,0.04,0.04,0.86,0.02,0.02,,1.9,1.7,1.7,5544,20,20,,,"2MASS J19214099+3751064, GSC 03134-01549, KIC 2571238, KOI-84, TYC 3134-01549-1, WISE J192141.02+375106.1",
Kepler-19,Kepler-19 c,Confirmed,0.04122,0.0085,0.0085,,,,,,,28.731,0.005,0.012,,,,0.21,0.07,0.05,,,,,2011,05/02/2021,23.8,6.8,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,,"2MASS J19214099+3751064 c, GSC 03134-01549 c, KIC 2571238 c, KOI-84 c, TYC 3134-01549-1 c, WISE J192141.02+375106.1  c",,Kepler-19,290.420839,37.851786,12,,10.719,10.375,,219.95,0.98,0.98,-0.08,0.02,0.02,0.94,0.04,0.04,0.86,0.02,0.02,,1.9,1.7,1.7,5544,20,20,,,"2MASS J19214099+3751064, GSC 03134-01549, KIC 2571238, KOI-84, TYC 3134-01549-1, WISE J192141.02+375106.1",
Kepler-19,Kepler-19 d,Confirmed,0.07079,0.01762,0.00378,0.0708,0.018,0.0038,,,,62.95,0.3,0.04,,,,0.05,0.01,0.16,,,,,2017,05/02/2021,55.2,57,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J19214099+3751064 d, GSC 03134-01549 d, KIC 2571238 d, KOI-84 d, TYC 3134-01549-1 d, WISE J192141.02+375106.1 d",,Kepler-19,290.420839,37.851786,12,,10.719,10.375,,219.95,0.98,0.98,-0.08,0.02,0.02,0.94,0.04,0.04,0.86,0.02,0.02,,1.9,1.7,1.7,5544,20,20,,,"2MASS J19214099+3751064, GSC 03134-01549, KIC 2571238, KOI-84, TYC 3134-01549-1, WISE J192141.02+375106.1",
Kepler-20,Kepler-20 b,Confirmed,0.03052,0.00453,0.00444,,,,0.167,0.003,0.006,3.69611525,8.70E-07,1.15E-06,0.0463,0.0015,0.0009,0.03,0.03,0.09,87.355,1.594,0.215,0.000156,2011,05/02/2021,,,,,,,2454967.502,0.000217,0.000253,2454967.502,0.000217,0.000253,,,,,,,,,,,,,4.2,0.65,0.55,1105,37,37,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 b, K00070.02, KIC 6850504 b, KOI-70 b, KOI-70.02, Kepler-20 A b, WISE J191047.52+422019.0  b",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495,50,50,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0",
Kepler-20,Kepler-20 c,Confirmed,0.04012,0.00705,0.00683,,,,0.272,0.005,0.006,10.85409089,2.60E-06,3.03E-06,0.0949,0.0023,0.0027,0.16,0.09,0.01,89.815,0.632,0.036,0.000321,2011,05/02/2021,,,,,,,2454971.608,0.000202,0.000248,2454971.608,0.000202,0.000248,,,,,,,,,,,,,3.84,0.63,0.67,772,26,26,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 c, K00070.01, KIC 6850504 c, KOI-70 c, KOI-70.01, Kepler-20 A c, WISE J191047.52+422019.0  c",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495,50,50,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0",
Kepler-20,Kepler-20 d,Confirmed,0.03168,0.0116,0.0125,,,,0.245,0.005,0.007,77.61130017,0.00011588,0.00012305,0.3506,0.0101,0.0081,0.6,inf,nan,89.708,0.053,0.165,0.001191,2011,05/02/2021,,,,,,,2454997.73,0.001577,0.001179,2454997.73,0.001577,0.001179,,,,,,,,,,,,,1.57,0.57,0.62,401,13,13,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 d, K00070.03, KIC 6850504 d, KOI-70 d, KOI-70.03, Kepler-20 A d, WISE J191047.52+422019.0  d",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495,50,50,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0",
Kepler-20,Kepler-20 e,Confirmed,0.0097,inf,nan,,,,0.077,0.002,0.002,6.09852281,1.35E-05,6.08E-06,0.0639,0.0014,0.0019,,,,87.632,0.128,1.085,0.000175,2011,05/02/2021,,,,,,,2454968.932,0.000732,0.002223,2454968.932,0.000732,0.002223,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 e, K00070.04, KIC 6850504 e, KOI-70 e, KOI-70.04, Kepler-20 A e, WISE J191047.52+422019.0  e",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495,50,50,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0",
Kepler-20,Kepler-20 f,Confirmed,0.045,,,,,,0.089,0.008,0.004,19.57758478,0.00012256,9.04E-05,0.1396,0.0035,0.0036,,,,88.788,0.072,0.426,0.000379,2011,05/02/2021,,,,,,,2454968.207,0.004332,0.006076,2454968.207,0.004332,0.006076,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19104752+4220194 f, K00070.05, KIC 6850504 f, KOI-70 f, KOI-70.05, Kepler-20 A f, WISE J191047.52+422019.0  f",,Kepler-20,287.698004,42.338726,12.5,,11.252,10.91,,284.88,1.78,1.78,0.07,0.08,0.08,0.95,0.05,0.05,0.96,0.02,0.02,G8,7.6,-3.7,3.7,5495,50,50,,,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0",
Kepler-223,Kepler-223 b,Confirmed,0.02328,0.00346,0.00409,,,,0.267,0.024,0.016,7.38449,0.00022,0.00022,0.073,,,0.078,0.017,0.015,90,1.8,,,2014,05/02/2021,,,,,,,2455701.516,0.0046,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19531640+4716461 b, K00730.04, KIC 10227020 b, KOI-730 b, KOI-730.04, WISE J195316.39+471645.8  b",,Kepler-223,298.318356,47.279495,,,14.095,13.727,13.633,1960.49,120.21,120.21,-0.211,,,1.12,0.07,0.09,1.72,0.14,0.07,,,,,5829,200,200,,,"2MASS J19531640+4716461, KIC 10227020, KOI-730, WISE J195316.39+471645.8",
Kepler-223,Kepler-223 c,Confirmed,0.01605,0.00346,0.00535,,,,0.307,0.027,0.018,9.84564,0.00051,0.00052,0.088,,,0.15,0.051,0.019,90,1.3,,,2014,05/02/2021,,,,,,,2455700.146,0.0039,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19531640+4716461 c, K00730.02, KIC 10227020 c, KOI-730 c, KOI-730.02, WISE J195316.39+471645.8  c",,Kepler-223,298.318356,47.279495,,,14.095,13.727,13.633,1960.49,120.21,120.21,-0.211,,,1.12,0.07,0.09,1.72,0.14,0.07,,,,,5829,200,200,,,"2MASS J19531640+4716461, KIC 10227020, KOI-730, WISE J195316.39+471645.8",
Kepler-223,Kepler-223 d,Confirmed,0.02517,0.00409,0.00472,,,,0.467,0.04,0.023,14.78869,0.00027,0.0003,0.116,,,0.037,0.017,0.018,87.94,0.26,0.32,,2014,05/02/2021,,,,,,,2455704.85,0.0024,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19531640+4716461 d, K00730.01, KIC 10227020 d, KOI-730 d, KOI-730.01, WISE J195316.39+471645.8  d",,Kepler-223,298.318356,47.279495,,,14.095,13.727,13.633,1960.49,120.21,120.21,-0.211,,,1.12,0.07,0.09,1.72,0.14,0.07,,,,,5829,200,200,,,"2MASS J19531640+4716461, KIC 10227020, KOI-730, WISE J195316.39+471645.8",
Kepler-223,Kepler-223 e,Confirmed,0.0151,0.00378,0.0044,,,,0.41,0.037,0.024,19.72567,0.00054,0.00055,0.14,,,0.051,0.019,0.019,88,0.21,0.27,,2014,05/02/2021,,,,,,,2455717.524,0.0051,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19531640+4716461 e, K00730.03, KIC 10227020 e, KOI-730 e, KOI-730.03, WISE J195316.39+471645.8  e",,Kepler-223,298.318356,47.279495,,,14.095,13.727,13.633,1960.49,120.21,120.21,-0.211,,,1.12,0.07,0.09,1.72,0.14,0.07,,,,,5829,200,200,,,"2MASS J19531640+4716461, KIC 10227020, KOI-730, WISE J195316.39+471645.8",
Kepler-23,Kepler-23 b,Confirmed,0.8,0.75,0,,,,0.17,,,7.1073,,,0.075,,,0.06,0.06,0.26,,,,,2011,19/01/2023,,,,,,,2454971.302,,,2454971.302,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19365254+4928452 b, GSC 03564-01806 b, K00168.03, KIC 11512246 b, KOI-168 b, KOI-168.03, WISE J193652.53+492845.3  b",,Kepler-23,294.218924,49.479225,14,,12.353,12.047,,856.34,11.79,11.79,,,,1.11,,,1.55,0.05,0.05,,,,,5828,100,100,,,"2MASS J19365254+4928452, GSC 03564-01806, KIC 11512246, KOI-168, WISE J193652.53+492845.3",
Kepler-23,Kepler-23 c,Confirmed,2.7,2.6,0,,,,0.285,,,10.7421,,,0.099,,,0.02,0.02,0.39,,,,,2011,19/01/2023,,,,,,,2454966.293,,,2454966.293,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19365254+4928452 c, GSC 03564-01806 c, K00168.01, KIC 11512246 c, KOI-168 c, KOI-168.01, WISE J193652.53+492845.3  c",,Kepler-23,294.218924,49.479225,14,,12.353,12.047,,856.34,11.79,11.79,,,,1.11,,,1.55,0.05,0.05,,,,,5828,100,100,,,"2MASS J19365254+4928452, GSC 03564-01806, KIC 11512246, KOI-168, WISE J193652.53+492845.3",
Kepler-23,Kepler-23 d,Confirmed,0.055,0.037,0.043,,,,0.196,0.008,0.008,15.274299,0.000104,0.000104,0.124,,,0.08,0.08,0.24,,,,,2014,05/02/2021,,,,,,,2454980.583,0.00387,0.00387,2454980.566,,,,,,,,,0.25,0.21,0.21,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19365254+4928452 d, K00168.02, KIC 11512246 d, KOI-168 d, KOI-168.02, WISE J193652.53+492845.3  d",,Kepler-23,294.218924,49.479225,14,,12.353,12.047,,856.34,11.79,11.79,,,,1.11,,,1.55,0.05,0.05,,,,,5828,100,100,,,"2MASS J19365254+4928452, GSC 03564-01806, KIC 11512246, KOI-168, WISE J193652.53+492845.3",
Kepler-25,Kepler-25 b,Confirmed,0.0275,0.0073,0.0079,,,,0.245,0.003,0.003,6.238297,1.70E-05,1.70E-05,0.068,,,0.0029,0.0017,0.0023,92.827,0.083,0.084,,2011,05/02/2021,,,,,,,2455703.42,0.00011,0.00012,2454973.513,,,,,,,,,0.54,0.01,0.01,,,,2.8,1.2,1.2,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19063321+3929164 b, GSC 03124-01264 b, K00244.02, KIC 4349452 b, KOI-244 b, KOI-244.02, Kepler-25 A b, TYC 3124-01264-1 b, WISE J190633.20+392916.5  b",,Kepler-25,286.638393,39.487894,11,,9.764,9.532,,244.96,1.41,1.41,-0.04,0.1,0.1,1.19,0.06,0.06,1.31,0.02,0.02,,11,,,6270,79,79,,,"2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5",
Kepler-25,Kepler-25 c,Confirmed,0.0479,0.0051,0.0041,,,,0.465,0.006,0.006,12.7207,0.0001,0.00011,0.11,,,0.0061,0.0041,0.0049,92.764,0.039,0.042,,2011,05/02/2021,,,,,,,2455711.15,0.00014,0.00014,2454986.087,,,,,,,,,0.88,,,,,,5.63,1.3,1.3,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19063321+3929164 c, GSC 03124-01264 c, K00244.01, KIC 4349452 c, KOI-244 c, KOI-244.01, Kepler-25 A c, TYC 3124-01264-1 c, WISE J190633.20+392916.5  c",,Kepler-25,286.638393,39.487894,11,,9.764,9.532,,244.96,1.41,1.41,-0.04,0.1,0.1,1.19,0.06,0.06,1.31,0.02,0.02,,11,,,6270,79,79,,,"2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5",
Kepler-25,Kepler-25 d,Confirmed,0.226,0.031,0.031,0.226,0.031,0.031,,,,122.4,0.71,0.8,,,,0.13,0.09,0.13,,,,,2014,05/02/2021,,,,,,,2455715,7.2,6.8,,,,,,,,,,,,,,,,9.67,1.5,1.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J19063321+3929164 d, GSC 03124-01264 d, K00244.10, KIC 4349452 d, KOI-244 d, KOI-244.10, Kepler-25 A d, TYC 3124-01264-1 d, WISE J190633.20+392916.5  d",,Kepler-25,286.638393,39.487894,11,,9.764,9.532,,244.96,1.41,1.41,-0.04,0.1,0.1,1.19,0.06,0.06,1.31,0.02,0.02,,11,,,6270,79,79,,,"2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5",
Kepler-30,Kepler-30 b,Confirmed,0.036,0.004,0.004,,,,0.348,0.018,0.018,29.33434,0.00815,0.00815,0.18,,,0.042,0.003,0.003,90.179,0.167,0.167,,2012,05/02/2021,-31,7,7,,,,2455246.648,0.0401,0.0401,2455246.65,0.04,0.04,,,,,,,0.38,0.2,0.12,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19010807+3856502 b, K00806.03, KIC 3832474 b, KOI-806 b, KOI-806.03, WISE J190108.08+385650.1  b",,Kepler-30,285.283636,38.947281,15.5,,13.997,13.618,,938.33,28.29,28.29,0.18,0.027,0.027,0.99,0.08,0.08,0.95,0.12,0.12,,2,-0.8,0.8,5498,54,54,,,"2MASS J19010807+3856502, KIC 3832474, KOI-806, WISE J190108.08+385650.1",
Kepler-30,Kepler-30 c,Confirmed,2.01,0.16,0.16,,,,1.097,0.036,0.036,60.323105,0.000244,0.000244,0.3,,,0.0111,0.001,0.001,90.323,0.03,0.03,,2012,05/02/2021,-49,6,6,,,,2455357.887,0.0052,0.0052,2455357.887,0.0005,0.0005,,,,,,,0.4,0.06,0.04,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19010807+3856502 c, K00806.02, KIC 3832474 c, KOI-806 c, KOI-806.02, WISE J190108.08+385650.1  c",,Kepler-30,285.283636,38.947281,15.5,,13.997,13.618,,938.33,28.29,28.29,0.18,0.027,0.027,0.99,0.08,0.08,0.95,0.12,0.12,,2,-0.8,0.8,5498,54,54,,,"2MASS J19010807+3856502, KIC 3832474, KOI-806, WISE J190108.08+385650.1",
Kepler-30,Kepler-30 d,Confirmed,0.073,0.008,0.008,,,,0.785,0.045,0.045,143.34394,0.00858,0.00858,0.5,,,0.022,0.005,0.005,89.841,0.02,0.02,,2012,05/02/2021,-163,7,7,,,,2455273.53,0.00969,0.00969,2455273.53,0.01,0.01,,,,,,,0.38,0.14,0.08,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19010807+3856502 d, K00806.01, KIC 3832474 d, KOI-806 d, KOI-806.01, WISE J190108.08+385650.1  d",,Kepler-30,285.283636,38.947281,15.5,,13.997,13.618,,938.33,28.29,28.29,0.18,0.027,0.027,0.99,0.08,0.08,0.95,0.12,0.12,,2,-0.8,0.8,5498,54,54,,,"2MASS J19010807+3856502, KIC 3832474, KOI-806, WISE J190108.08+385650.1",
Kepler-37,Kepler-37 b,Confirmed,0.01,0.01,0.01,,,,0.026,0.003,0.003,13.36731,7.10E-05,7.10E-05,0.1003,0.0011,0.0008,0,,,88.63,0.53,0.3,,2013,05/02/2021,,,,,,,,,,2455017.033,0.00089,0.00034,,,,,,,,,,,,,0.9,1.1,1.1,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J18561431+4431052 b, K00245.03, KIC 8478994 b, KOI-245 b, KOI-245.03, WISE J185614.24+443105.9  b",,Kepler-37,284.05966,44.518131,10.3,,8.356,8,,64.04,0.12,0.12,-0.32,0.07,0.07,0.87,0.15,0.15,0.79,0.03,0.03,,6,,,5417,75,75,,,"KOI-245 , KIC 8478994 , 2MASS J18561431+4431052 , 2MASS J18561431+4431052, KIC 8478994, KOI-245, WISE J185614.24+443105.9",
Kepler-37,Kepler-37 c,Confirmed,0.03776,,,,,,0.067,0.003,0.003,21.302,,,0.1368,0.0014,0.0011,,,,89.07,0.33,0.19,,2013,05/02/2021,,,,,,,2455024.837,,,2455024.838,0.00078,0.00036,,,,,,,0.43,0.02,0.02,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J18561431+4431052 c, K00245.02, KIC 8478994 c, KOI-245 c, KOI-245.02, WISE J185614.24+443105.9  c",,Kepler-37,284.05966,44.518131,10.3,,8.356,8,,64.04,0.12,0.12,-0.32,0.07,0.07,0.87,0.15,0.15,0.79,0.03,0.03,,6,,,5417,75,75,,,"KOI-245 , KIC 8478994 , 2MASS J18561431+4431052 , 2MASS J18561431+4431052, KIC 8478994, KOI-245, WISE J185614.24+443105.9",
Kepler-37,Kepler-37 d,Confirmed,0.017,0.0044,0.0044,,,,0.173,0.005,0.005,39.7922,,,0.2109,0.0029,0.0029,0.142,0.044,0.036,89.335,0.047,0.043,,2013,30/07/2021,,,,,,,2455008.25,,,2455008.25,0.00049,0.00043,,,,,,,0.53,0.01,0.01,,,,1.22,0.31,0.31,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J18561431+4431052 d, K00245.01, KIC 8478994 d, KOI-245 d, KOI-245.01, WISE J185614.24+443105.9  d",,Kepler-37,284.05966,44.518131,10.3,,8.356,8,,64.04,0.12,0.12,-0.32,0.07,0.07,0.87,0.15,0.15,0.79,0.03,0.03,,6,,,5417,75,75,,,"KOI-245 , KIC 8478994 , 2MASS J18561431+4431052 , 2MASS J18561431+4431052, KIC 8478994, KOI-245, WISE J185614.24+443105.9",
Kepler-411,Kepler-411 b,Confirmed,0.08055,0.00818,0.00818,,,,0.214,0.005,0.005,3.005156,2.00E-06,2.00E-06,0.0375,0.0008,0.0008,0.146,0.004,0.005,87.4,0.1,0.1,,2013,05/02/2021,41.5,3.1,3.8,,,,2455135.387,0.0003,0.0003,,,,,,,,,,0.574,0.015,0.012,,,,,,,1138,17,17,,,,,,,Published in a refereed paper,Primary Transit,,," KOI-1781 b, 2MASS J19102533+4931237 b, K01781.02, KIC 11551692 b, KOI-1781 b, KOI-1781.02, Kepler-411 A b, WISE J191025.33+493124.4  b",,Kepler-411,287.605582,49.523262,12.5,,10.641,10.161,,153.59,0.48,0.48,0.23,0.48,0.37,0.87,0.04,0.04,0.82,0.02,0.02,K2 V,0.212,-0.031,0.031,4974,51,46,,,"KOI-1781, 2MASS J19102533+4931237, KIC 11551692, Kepler-411 A, WISE J191025.33+493124.4",
Kepler-411,Kepler-411 c,Confirmed,0.08306,0.01856,0.01856,,,,0.394,0.006,0.006,7.834435,2.00E-06,2.00E-06,0.0739,0.001,0.001,0.108,0.004,0.003,88.61,0.04,0.04,,2016,05/02/2021,103,1.7,1.6,,,,2454968.222,0.0002,0.0002,,,,,,,,,,0.62,0.009,0.007,,,,,,,838,10,10,,,,,,,Announced on a website,Primary Transit,,,"KOI-1781 c, 2MASS J19102533+4931237 c, K01781.01, KIC 11551692 c, KOI-1781.01, Kepler-411 A c, WISE J191025.33+493124.4 c",,Kepler-411,287.605582,49.523262,12.5,,10.641,10.161,,153.59,0.48,0.48,0.23,0.48,0.37,0.87,0.04,0.04,0.82,0.02,0.02,K2 V,0.212,-0.031,0.031,4974,51,46,,,"KOI-1781, 2MASS J19102533+4931237, KIC 11551692, Kepler-411 A, WISE J191025.33+493124.4",
Kepler-411,Kepler-411 d,Confirmed,0.04782,0.01605,0.01605,,,,0.296,0.009,0.009,58.02035,0.00056,0.00056,0.279,0.004,0.004,0.128,0.003,0.003,89.43,0.02,0.02,,2018,05/02/2021,30.5,1.1,1.1,,,,2454984.848,0.0061,0.0061,2454984.848,0.0061,0.0061,,,,,,,0.7193,0.012,0.014,,,,,,,410,10,10,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J19102533+4931237 d, K01781.03, KIC 11551692 d, KOI-1781 d, KOI-1781.03, Kepler-411 A d, WISE J191025.33+493124.4 d",,Kepler-411,287.605582,49.523262,12.5,,10.641,10.161,,153.59,0.48,0.48,0.23,0.48,0.37,0.87,0.04,0.04,0.82,0.02,0.02,K2 V,0.212,-0.031,0.031,4974,51,46,,,"KOI-1781, 2MASS J19102533+4931237, KIC 11551692, Kepler-411 A, WISE J191025.33+493124.4",
Kepler-411,Kepler-411 e,Confirmed,0.03398,0.00346,0.00346,,,,,,,31.509728,8.50E-05,8.50E-05,0.186,0.003,0.003,0.016,0.001,0.002,88.04,0.02,0.02,,2018,05/02/2021,-103.3,1.5,1.5,,,,,,,,,,,,,,,,1.688,0.006,0.006,,,,,,,503,9,9,,,,,,,Published in a refereed paper,TTV,TTV,,"2MASS J19102533+4931237 e, KIC 11551692 e, KOI-1781 e, Kepler-411 A e, WISE J191025.33+493124.4 e",,Kepler-411,287.605582,49.523262,12.5,,10.641,10.161,,153.59,0.48,0.48,0.23,0.48,0.37,0.87,0.04,0.04,0.82,0.02,0.02,K2 V,0.212,-0.031,0.031,4974,51,46,,,"KOI-1781, 2MASS J19102533+4931237, KIC 11551692, Kepler-411 A, WISE J191025.33+493124.4",
Kepler-42,Kepler-42 b,Confirmed,0.009,inf,nan,,,,0.07,0.02,0.02,1.2137672,4.60E-06,4.60E-06,0.0116,,,,,,,,,0.0003,2011,05/02/2021,,,,,,,2455003.483,0.00054,0.00054,,,,,,,,,,0.711,0.049,0.049,,,,,,,519,52,52,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19285255+4437096 b, K00961.01, KIC 8561063 b, KOI-961 b, KOI-961.01, WISE J192852.66+443704.5 b",,Kepler-42,292.219033,44.61916,16.12,,12.177,11.685,,38.7,6.3,6.3,-0.33,0.12,0.12,0.13,0.05,0.05,0.17,0.05,0.05,M,4.5,-1,0.5,3068,174,174,,,"2MASS J19285255+4437096, KIC 8561063, KOI-961, WISE J192852.66+443704.5",
Kepler-42,Kepler-42 c,Confirmed,0.006,inf,nan,,,,0.065,0.018,0.018,0.45328509,9.70E-07,9.70E-07,0.006,,,,,,,,,0.000155,2011,05/02/2021,,,,,,,2454966.87,0.00042,0.00042,,,,,,,,,,0.52,0.068,0.068,,,,,,,720,73,73,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19285255+4437096 c, K00961.02, KIC 8561063 c, KOI-961 c, KOI-961.02, WISE J192852.66+443704.5 c",,Kepler-42,292.219033,44.61916,16.12,,12.177,11.685,,38.7,6.3,6.3,-0.33,0.12,0.12,0.13,0.05,0.05,0.17,0.05,0.05,M,4.5,-1,0.5,3068,174,174,,,"2MASS J19285255+4437096, KIC 8561063, KOI-961, WISE J192852.66+443704.5",
Kepler-42,Kepler-42 d,Confirmed,0.003,inf,nan,,,,0.051,0.016,0.016,1.865169,1.40E-05,1.40E-05,0.0154,,,,,,,,,0.000398,2011,05/02/2021,,,,,,,2454966.785,0.0013,0.0013,,,,,,,,,,0.681,0.085,0.085,,,,,,,450,45,45,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19285255+4437096 d, K00961.03, KIC 8561063 d, KOI-961 d, KOI-961.03, WISE J192852.66+443704.5 d",,Kepler-42,292.219033,44.61916,16.12,,12.177,11.685,,38.7,6.3,6.3,-0.33,0.12,0.12,0.13,0.05,0.05,0.17,0.05,0.05,M,4.5,-1,0.5,3068,174,174,,,"2MASS J19285255+4437096, KIC 8561063, KOI-961, WISE J192852.66+443704.5",
